Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
03/27/2021 11:00:32.545	POWERPNT (0x11A0)	0x3E68	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.ResourceClient.Deserialize","Flags":30962256044998401,"InternalSequenceNumber":52,"Time":"2021-03-27T11:00:32.545Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.17.3.1.1","Activity.Duration":5190,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.JsonFileMajorVersion":4,"Data.JsonFileMinorVersion":14}	
03/27/2021 11:00:32.551	POWERPNT (0x11A0)	0x3E68	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.ResourceClient.UpdateCatalogCacheEx","Flags":30962256044949761,"InternalSequenceNumber":53,"Time":"2021-03-27T11:00:32.551Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.17.3.1","Activity.Duration":13716,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true}	
03/27/2021 11:00:32.604	POWERPNT (0x11A0)	0x525C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.FullValidation","Flags":33777005812104961,"InternalSequenceNumber":54,"Time":"2021-03-27T11:00:32.604Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.13","Activity.Duration":880028,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":false,"Activity.Result.Code":-1073418231,"Activity.Result.Type":"HRESULT","Data.IsSessionLicensing":false,"Data.Acid":"{D7279DD0-E175-49FE-A623-8FC2FC00AFC4}","Data.LicenseCategory":8,"Data.Licenses":"Office 16, Office16O365HomePremR_Grace edition;","Data.LicenseStatuses":"3;","Data.ValidAcids":"{D7279DD0-E175-49FE-A623-8FC2FC00AFC4},"}	
03/27/2021 11:00:32.604	POWERPNT (0x11A0)	0x3E68	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.GDIAssistant.HandleCallback","Flags":30962256044949761,"InternalSequenceNumber":55,"Time":"2021-03-27T11:00:32.604Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.17.3.2","Activity.Duration":12,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.GdiFamilyName":"","Data.CloudFontStatus":5,"Data.CloudFontTypes":256}	
03/27/2021 11:00:32.604	POWERPNT (0x11A0)	0x3E68	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.ResourceClient.ProcessCatalogResponse","Flags":30962256044949761,"InternalSequenceNumber":56,"Time":"2021-03-27T11:00:32.604Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.17.3","Activity.Duration":66904,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.catalogFile":"ListAll.Json"}	
03/27/2021 11:00:32.604	POWERPNT (0x11A0)	0x3E68	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.ResourceClient.UpdateCatalogTask","Flags":30962256044949761,"InternalSequenceNumber":57,"Time":"2021-03-27T11:00:32.604Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.17","Activity.Duration":298541,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.catalogFile":"ListAll.Json","Data.requestResourceStatus":0}	
03/27/2021 11:00:32.717	POWERPNT (0x11A0)	0x525C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.LoadIdentityTicket","Flags":33777005812104961,"InternalSequenceNumber":67,"Time":"2021-03-27T11:00:32.717Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.21.2.1","Activity.Duration":44301,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":false,"Activity.Result.Code":10,"Activity.Result.Type":"IdentityTicketError","Data.IdentityProvider":"1","Data.FederationProvider":""}	0AF2E682-3DC8-45C7-99F0-CBA4CE6B30FA
03/27/2021 11:00:32.991	POWERPNT (0x11A0)	0x4A8C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.GDIAssistant.RegisterCloudFontCallback","Flags":30962256044949761,"InternalSequenceNumber":69,"Time":"2021-03-27T11:00:32.991Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.15.6","Activity.Duration":14,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true}	
03/27/2021 11:00:33.196	POWERPNT (0x11A0)	0x4A8C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.PowerPoint.DocOperation.Open","Flags":2814775553801985,"InternalSequenceNumber":73,"Time":"2021-03-27T11:00:33.196Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.1.13","Activity.Duration":1802116,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":18745505,"Data.DetachedDuration":1802079,"Data.OngoingOpenCount":0,"Data.OngoingBlockingOpenCount":0,"Data.FileUrlLocation":0,"Data.IsIOLDocReused":false,"Data.AntiVirusScanStatus":101,"Data.OpenReason":1003,"Data.IncOpenDisabledReasons":36,"Data.IncOpenStatus":0,"Data.IncOpenRequiredTypes":0,"Data.ZRTOpenDisabledReasons":12,"Data.OSRPolicy":125,"Data.HasDocument":true,"Data.IncompleteDocReasons":0,"Data.ContentTransaction":0,"Data.IsOCS":false,"Data.InclusiveMeasurements":"cZ36ma276mb3mc7mj171mm1mn30mq2mu57mx2mB67mE25mF4mQ1nZ1143oh1a1ymo0b1797","Data.Measurements":"cZ36ma276mb3mc7mj171mm1mn30mq2mu20mx2mB67mE25mF4mQ1nZ1135oh1a10ymo0b1797","Data.fLifeguarded":false,"Data.ProtocolInstanceId":1,"Data.fAutomated":false,"Data.fAppResumedInProtocol":false,"Data.StopwatchDuration":1802072,"Data.Doc.UrlHash":"87188F46-C082-4758-B560-94EFF3462B16","Data.Doc.Ext":"odp","Data.Doc.SessionId":0,"Data.Doc.Location":0,"Data.Doc.FileFormat":3052,"Data.Doc.EdpState":2,"Data.Doc.SizeInBytes":6668120,"Data.Doc.CreationTime":132212275781655558,"Data.Doc.LastModifiedTime":131704315180000000,"Data.Doc.StorageProviderId":"computer"}	
03/27/2021 11:00:33.438	POWERPNT (0x11A0)	0x4A8C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Performance.Boot","Flags":2814766963868161,"InternalSequenceNumber":80,"Time":"2021-03-27T11:00:33.438Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.1","Activity.Duration":3192751,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.ActivationKind":"File","Data.InitializationDuration":346096,"Data.DurationUntilMso20Initialization":80612,"Data.LegacyDuration":2950657,"Data.TotalWorkingSetMB":105.299968,"Data.WorkingSetPeakMB":125.997056,"Data.VirtualSetMB":0.000000,"Data.BootToStart":false,"Data.DocLocation":0}	
03/27/2021 11:00:34.255	POWERPNT (0x11A0)	0x4A8C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.PowerPoint.Comments.ModernCommentsOnFileOpen","Flags":30962256044998401,"InternalSequenceNumber":84,"Time":"2021-03-27T11:00:34.255Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.15.18","Activity.Duration":31,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.UnknownAuthorCountOnOpen":0,"Data.DocHasModernCommentsOnOpen":false,"Data.DocHasUnsupportedModernCommentsOnOpen":false,"Data.DocHasLegacyCommentsOnOpen":false,"Data.TextAnchoredCommentsCountOnOpen":0,"Data.Doc.UrlHash":"87188F46-C082-4758-B560-94EFF3462B16","Data.Doc.Ext":"odp","Data.Doc.SessionId":0,"Data.Doc.Location":0,"Data.Doc.FileFormat":3052,"Data.Doc.EdpState":2,"Data.Doc.SizeInBytes":6668120,"Data.Doc.CreationTime":132212275781655558,"Data.Doc.LastModifiedTime":131704315180000000,"Data.Doc.StorageProviderId":"computer"}	
03/27/2021 11:00:36.200	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.DynamicConfig.FetchConfigs","Flags":33777014401990913,"InternalSequenceNumber":87,"Time":"2021-03-27T11:00:36.200Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.26","Activity.Duration":9956,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.RejectedConfigsList":"","Data.ParsedConfigCount":34,"Data.RejectedConfigCount":0}	
03/27/2021 11:00:36.255	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.AriaEventSink.RequestMsaDeviceToken","Flags":33777014401990913,"InternalSequenceNumber":89,"Time":"2021-03-27T11:00:36.255Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.27","Activity.Duration":8770,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Data.RetryCount":0}	
03/27/2021 11:00:36.258	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.FlushEventBuffer","Flags":33777014401991169,"InternalSequenceNumber":90,"Time":"2021-03-27T11:00:36.258Z","Data.FirstPassCount":87,"Data.SecondPassCount":2}	
03/27/2021 11:00:37.057	POWERPNT (0x11A0)	0x4E3C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Telemetry.AriaEventSink.HandleMsaDeviceTokenResponse","Flags":33777014401990913,"InternalSequenceNumber":91,"Time":"2021-03-27T11:00:37.057Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.28","Activity.Duration":1201,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Data.RetryCount":0}	
03/27/2021 11:00:37.638	POWERPNT (0x11A0)	0x525C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.UseGraceKey","Flags":33777005812104961,"InternalSequenceNumber":93,"Time":"2021-03-27T11:00:37.638Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.21.3","Activity.Duration":9861,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT"}	0AF2E682-3DC8-45C7-99F0-CBA4CE6B30FA
03/27/2021 11:00:37.640	POWERPNT (0x11A0)	0x525C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.Nul.Validation.FullValidation","Flags":33777005812056321,"InternalSequenceNumber":95,"Time":"2021-03-27T11:00:37.640Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.29","Activity.Duration":78,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":false,"Activity.Result.Code":-2147467259,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":41776781,"Data.Mode":0,"Data.AADDeviceID":"","Data.IsExtendedOfflineEnabled":false}	
03/27/2021 11:00:37.807	POWERPNT (0x11A0)	0x525C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Licensing.FullValidation","Flags":33777005812104961,"InternalSequenceNumber":98,"Time":"2021-03-27T11:00:37.807Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.30","Activity.Duration":167021,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":false,"Activity.Result.Code":-1073418231,"Activity.Result.Type":"HRESULT","Data.IsSessionLicensing":false,"Data.Acid":"{D7279DD0-E175-49FE-A623-8FC2FC00AFC4}","Data.LicenseCategory":8,"Data.Licenses":"Office 16, Office16O365HomePremR_Grace edition;","Data.LicenseStatuses":"3;","Data.ValidAcids":"{D7279DD0-E175-49FE-A623-8FC2FC00AFC4},"}	
03/27/2021 11:00:37.896	POWERPNT (0x11A0)	0x4A8C	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.PowerPoint.DocOperation.Open","Flags":2814775553801985,"InternalSequenceNumber":102,"Time":"2021-03-27T11:00:37.896Z","Contract":"Office.System.Activity","Activity.CV":"9itZttzfdECcnH8oD4tBMg.15.20","Activity.Duration":168130,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Activity.Result.Code":0,"Activity.Result.Type":"HRESULT","Activity.Result.Tag":18745505,"Data.DetachedDuration":168095,"Data.OngoingOpenCount":0,"Data.OngoingBlockingOpenCount":0,"Data.FileUrlLocation":0,"Data.IsIOLDocReused":true,"Data.OpenReason":1000,"Data.IncOpenDisabledReasons":36,"Data.IncOpenStatus":0,"Data.IncOpenRequiredTypes":0,"Data.AlreadyOpened":true,"Data.ZRTOpenDisabledReasons":12,"Data.HasDocument":true,"Data.IncompleteDocReasons":0,"Data.ContentTransaction":0,"Data.IsOCS":false,"Data.InclusiveMeasurements":"mr99mu61mB3a0ymo0b167","Data.Measurements":"mr99mu61mB3a3ymo0b167","Data.fLifeguarded":false,"Data.ProtocolInstanceId":2,"Data.fAutomated":false,"Data.fAppResumedInProtocol":false,"Data.StopwatchDuration":168088,"Data.Doc.UrlHash":"87188F46-C082-4758-B560-94EFF3462B16","Data.Doc.Ext":"odp","Data.Doc.SessionId":0,"Data.Doc.Location":0,"Data.Doc.FileFormat":3052,"Data.Doc.EdpState":2,"Data.Doc.SizeInBytes":6668120,"Data.Doc.CreationTime":132212275781655558,"Data.Doc.LastModifiedTime":131704315180000000,"Data.Doc.StorageProviderId":"computer"}	
03/27/2021 11:00:38.028	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthSessionStartTime","Flags":33777005828947969,"InternalSequenceNumber":104,"Time":"2021-03-27T11:00:31.124Z","Rule":"120112.1","Contract":"Office.Legacy.Metadata","Data.SessionStart":"2021-03-27T11:00:31.124Z"}	
03/27/2021 11:00:38.028	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthMetadataDeviceConsolidated","Flags":33777031581908737,"InternalSequenceNumber":105,"Time":"2021-03-27T11:00:31.124Z","Rule":"120600.3","Contract":"Office.Legacy.Metadata","Data.ProcTypeText":"x64","Data.ProcessorCount":8,"Data.NumProcShareSingleCore":2,"Data.NumProcShareSingleCache":8,"Data.NumProcPhysCores":4,"Data.ProcSpeedMHz":2808,"Data.IsLaptop":true,"Data.IsTablet":false,"Data.RamMB":24576,"Data.PowerPlatformRole":2,"Data.SysVolSizeMB":241648,"Data.SysVolFreeSpaceMB":14411,"Data.DeviceManufacturer":"ASUSTeK COMPUTER INC.","Data.DeviceModel":"GL553VE","Data.DigitizerInfo":0,"Data.SusClientId":"69E34CBA-CBDC-4588-89E4-A3903206F27A","Data.WindowsSqmMachineId":"49C2DF98-C464-4CA2-9795-C7C75CC2E011","Data.ComputerSystemProductUuidHash":"V3qoG2Vsx53oRo/reXOyCdL2G1g=","Data.DeviceProcessorModel":"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz","Data.HasSpectreFix":true,"Data.BootDiskType":"SSD"}	
03/27/2021 11:00:38.028	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthMetadataOS","Flags":33777031581908737,"InternalSequenceNumber":106,"Time":"2021-03-27T11:00:31.124Z","Rule":"120601.2","Contract":"Office.Legacy.Metadata","Data.OsMajorVer":10,"Data.OsMinorVer":0,"Data.OsBuild":19041,"Data.OsBuildRevision":867,"Data.OsSuite2":768,"Data.ServicePackMajorVer":0,"Data.ServicePackMinorVer":0,"Data.OsSku":101,"Data.IsTerminalServer":false,"Data.OSVersionString":"10.0","Data.OSEnvironment":10,"Data.HorizontalResolution":1920,"Data.VerticalResolution":1080,"Data.ScreenDpi":120,"Data.ScreenDepth":32,"Data.OsLocale":1031,"Data.OsUiLang":1031,"Data.KeyboardLanguage":1031,"Data.SystemLocale":1031,"Data.CountryRegion":94,"Data.TimeZoneBiasInMinutes":-60,"Data.OsLocaleTag":"de-DE","Data.KeyboardLanguageTag":"de-DE","Data.SystemLocaleTag":"de-DE"}	
03/27/2021 11:00:38.029	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthMetadataApplicationAndLanguage","Flags":33777005812104961,"InternalSequenceNumber":107,"Time":"2021-03-27T11:00:31.124Z","Rule":"120602.3","Contract":"Office.Legacy.Metadata","Data.AppBuild":13426,"Data.AppBuildRevision":20308,"Data.AppMajorVer":16,"Data.AppMinorVer":0,"Data.Click2RunPackageVersionBuild":13426,"Data.Click2RunPackageVersionMajor":16,"Data.Click2RunPackageVersionMinor":0,"Data.Click2RunPackageVersionRevision":20308,"Data.InstallType":1,"Data.IsDebug":false,"Data.IsOEMInstalled":false,"Data.IsRunAsAdmin":false,"Data.OfficeArchitectureText":"x86","Data.OfficeBuild":13426,"Data.OfficeBuildRevision":20270,"Data.OfficeMajorVer":16,"Data.OfficeMinorVer":0,"Data.ProcessFileName":"powerpnt.exe","Data.MsoAppId":3,"Data.AppState":0,"Data.IsClickToRunInstall":false,"Data.IsImmersive":false,"Data.OfficeUiLang":1031,"Data.OfficeMuiCount":2,"Data.OfficeSkuLanguage":1033,"Data.OfficeUiLangTag":"de-DE","Data.OfficeSkuLanguageTag":"en-US","Data.IsWdag":false,"Data.IsRoboticProcessAutomation":false}	
03/27/2021 11:00:38.029	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthDesktopSessionLifecycleAndHeartbeat","Flags":33777005812105217,"InternalSequenceNumber":108,"Time":"2021-03-27T11:00:31.171Z","Rule":"120107.5","Contract":"Office.Legacy.Lifecycle","Data.Time":"2021-03-27T11:00:29.341Z","Data.State":0,"Data.PreviousBuild":"Unknown","Data.InstallMethod":0,"Data.OfficeArchitectureText":"x86"}	
03/27/2021 11:00:38.030	POWERPNT (0x11A0)	0x3DC8	Microsoft PowerPoint	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.System.SystemHealthRollbackSessionMetadata","Flags":33777005812105217,"InternalSequenceNumber":109,"Time":"2021-03-27T11:00:31.171Z","Rule":"120119.0","Contract":"Office.Legacy.Metadata","Data.PreviousBuild":"Unknown","Data.InstallMethod":0}	
